Name,Price,Market price,Location,Thumbnail,Images,Gear,Odometer,Fuel type,Car condition,Other features,Dealer name,Page link,Second Condition,Make,Model,Year of Manufacture,Color,Registered Car,Trim,Body,Drivetrain,Engine Size,Number of Cylinders,Horse Power,Seats,Exchange Possible,VIN Chassis number,Mileage,VIN number
Toyota Fortuner 2013 Black,"₦ 8,500,000,",,"Rivers, Port-Harcourt",https://pictures-nigeria.jijistatic.com/116405386_NjIwLTQ2NS1lODJlNTg1ZWU3.webp,https://pictures-nigeria.jijistatic.com/116405386_MTExLTgzLWU4MmU1ODVlZTc.webp | https://pictures-nigeria.jijistatic.com/116405391_MTExLTgzLTU2MWZlZTYyMzk.webp | https://pictures-nigeria.jijistatic.com/116405382_MTExLTgzLWM3YzBlMmY0MzM.webp | https://pictures-nigeria.jijistatic.com/116405379_MTExLTgzLTk4ODA0NmM3MGM.webp | https://pictures-nigeria.jijistatic.com/116405380_MTExLTgzLTg5MTZiMjQ1MjM.webp,Automatic,,,Nigerian Used,,Ogonna Emmanuel,https://jiji.ng/port-harcourt/cars/toyota-fortuner-2013-black-dmg88kGmPuzAvzmtm9Ck8QYr.html,"No faults, Original parts",Toyota,Fortuner,2013,Black,Yes,,,,,,,,Yes,,,
Toyota Highlander 2014 White,"₦ 16,200,000,",₦ 14.65 M ~ 15.61 M,"Lagos, Ajah",https://pictures-nigeria.jijistatic.com/115693307_NjIwLTgyNy00M2EzM2M3ZWQ1.webp,https://pictures-nigeria.jijistatic.com/115693307_MTExLTE0OC00M2EzM2M3ZWQ1.webp | https://pictures-nigeria.jijistatic.com/115693296_MTExLTE0OC1hM2FiODkyZDZj.webp | https://pictures-nigeria.jijistatic.com/115693289_MTExLTE0OC01YzFiNDgwN2U4.webp | https://pictures-nigeria.jijistatic.com/115693290_MTExLTE0OC04NDM3OTVhOWY3.webp | https://pictures-nigeria.jijistatic.com/115693293_MTExLTE0OC0zNDMxMDM5YWVi.webp,Automatic,,Petrol,Foreign Used,Air Conditioning | AM/FM Radio | CD Player | Alloy Wheels | Airbags | Android Auto | Anti-Lock Brakes | Armrests | Blind Spot Monitor | Bullbar | CarPlay | Cruise Control | Cup Holders | Electric Mirrors | Electric Windows | Front Fog Lamps | Leather Seats | LED Headlights | Parking Assist | Parking Sensors | Roof Rack | Sidesteps | Sunroof | Spotlight,Sandra Anthony,https://jiji.ng/ajah/cars/toyota-highlander-2014-white-6fw3NTfM8lqLcXJDLrP9526W.html,"No faults, Original parts",Toyota,Highlander,2014,White,No,LE 4dr SUV AWD (3.5L 6cyl 6A),SUV,All Wheel,3500           cc,6,270           hp,8,,,,
Honda CR-V 2009,"₦ 3,700,000,",₦ 2.82 M ~ 3.04 M,"Abuja, Utako",https://pictures-nigeria.jijistatic.com/117325273_NjIwLTQ2NS1kZTM3OWJjNjU2.webp,https://pictures-nigeria.jijistatic.com/117325273_MTExLTgzLWRlMzc5YmM2NTY.webp | https://pictures-nigeria.jijistatic.com/117325274_MTExLTE0OC1jMDYxMWQwMDUz.webp | https://pictures-nigeria.jijistatic.com/117325271_MTExLTgzLWYxN2ViMzMwMmU.webp | https://pictures-nigeria.jijistatic.com/117325272_MTExLTE0OC02NGIyODk4Mzgy.webp | https://pictures-nigeria.jijistatic.com/117325275_MTExLTgzLTRhNTg2N2ZjYzk.webp,Automatic,,,Nigerian Used,,Adamu Abbas,https://jiji.ng/utako/cars/honda-cr-v-2009-3VALYfqLzzra2Y9ukT8qX6Op.html,No faults,Honda,CR-V,2009,Other,Yes,,,,,,,,,,,
Honda CR-V 2.4 EX-L Automatic 2008 Black,"₦ 2,250,000",₦ 2.75 M ~ 2.85 M,"Lagos, Ikoyi",https://pictures-nigeria.jijistatic.com/117198388_NjIwLTM0OC0yMTgxMTk5NmZj.webp,https://pictures-nigeria.jijistatic.com/117198388_MTExLTYyLTIxODExOTk2ZmM.webp | https://pictures-nigeria.jijistatic.com/117198389_MTExLTYyLWU1NjgwNDlhYzg.webp | https://pictures-nigeria.jijistatic.com/117198391_MTExLTYyLWYyMTE3NmU3NWE.webp | https://pictures-nigeria.jijistatic.com/117198392_MTExLTYyLTIyMjRkMmE3ZDU.webp | https://pictures-nigeria.jijistatic.com/117198393_MTExLTYyLTYyNTEzMWU4NjQ.webp,Automatic,120000 km,Petrol,Nigerian Used,Alloy Wheels,Taiwo Fashola,https://jiji.ng/ikoyi-obalende/cars/honda-cr-v-2-4-ex-l-automatic-2008-black-woBymI1OxrV4VLSnFFBntFAz.html,No faults,Honda,CR-V,2008,Black,Yes,2.4 EX-L Automatic,,Front Wheel,2400           cc,4,168           hp,5,No,,,
Mercedes-Benz C450 2017 White,"₦ 25,000,000",,"Abuja, Gwarinpa",https://pictures-nigeria.jijistatic.com/113215613_NjIwLTU5Ny1hYzZjYWExNzgz.webp,https://pictures-nigeria.jijistatic.com/113215613_MTExLTEwNy1hYzZjYWExNzgz.webp | https://pictures-nigeria.jijistatic.com/113215622_MTExLTEwOS05OGYxYzU3ZDA5.webp | https://pictures-nigeria.jijistatic.com/113215619_MTExLTExMC1lYjNmMjdhNGNl.webp | https://pictures-nigeria.jijistatic.com/113215615_MTExLTExMS1mYmMwZTU1MmQ0.webp | https://pictures-nigeria.jijistatic.com/113215616_MTExLTEwOS1iZjBlZjAxNDJk.webp,Automatic,50000 km,,Foreign Used,,Best Odudu-Emmanuel,https://jiji.ng/gwarinpa/cars/mercedes-benz-c450-2017-white-w4geNaQO8pU6aJg7ui4G2b4b.html,No faults,Mercedes-Benz,C450,2017,White,No,,,,,,,,,,,
Toyota RAV4 LE AWD (2.5L 4cyl 6A) 2013 Red,"₦ 6,550,000,",₦ 9.5 M ~ 9.74 M,"Abuja, Gwarinpa",https://pictures-nigeria.jijistatic.com/117167954_NjIwLTQ2NS03YjIxNDA1YjAy.webp,https://pictures-nigeria.jijistatic.com/117167954_MTExLTgzLTdiMjE0MDViMDI.webp | https://pictures-nigeria.jijistatic.com/117167963_MTExLTgzLWVhZTlhYTQwMjM.webp | https://pictures-nigeria.jijistatic.com/117167964_MTExLTgzLTJjOTE1OTQ1Y2U.webp | https://pictures-nigeria.jijistatic.com/117167970_MTExLTgzLTI0ZjFjMGFjYTY.webp | https://pictures-nigeria.jijistatic.com/117167973_MTExLTgzLTMyMTNiNjdhYTU.webp,Automatic,,Petrol,Foreign Used,,Adelola Dotline,https://jiji.ng/gwarinpa/cars/toyota-rav4-le-awd-2-5l-4cyl-6a-2013-red-rnTGimwyix90RxigTiPv6SB5.html,No faults,Toyota,RAV4,2013,Red,Yes,LE AWD (2.5L 4cyl 6A),SUV,All Wheel,2500           cc,4,,5,Yes,,,
Toyota Highlander V6 2006 Green,"₦ 7,500,000,",₦ 5.59 M ~ 5.9 M,"Rivers, Port-Harcourt",https://pictures-nigeria.jijistatic.com/116194764_NjIwLTQ2NS00MWJjMzZhYmQy.webp,https://pictures-nigeria.jijistatic.com/116194764_MTExLTgzLTQxYmMzNmFiZDI.webp | https://pictures-nigeria.jijistatic.com/116194755_MTExLTgzLWQzNzAwNzQ0MTg.webp | https://pictures-nigeria.jijistatic.com/116194756_MTExLTgzLTZkYThmODUyODA.webp | https://pictures-nigeria.jijistatic.com/116194757_MTExLTgzLTA4NjlmMDA5MzE.webp | https://pictures-nigeria.jijistatic.com/116194758_MTExLTgzLTcxMzU1MDA5MmY.webp,Automatic,,Petrol,Foreign Used,Leather Seats | Front Fog Lamps | Air Conditioning | Airbags | Roof Rack | Alloy Wheels | CD Player | Cruise Control | AM/FM Radio | Armrests,Don Madukings Motors,https://jiji.ng/port-harcourt/cars/toyota-highlander-v6-2006-green-ar5Ebt3e6q0pzzEfy5EYeMxO.html,"No faults, Unpainted",Toyota,Highlander,2006,Green,No,V6,SUV,Front Wheel,3300           cc,6,218           hp,5,,,,
Toyota Previa 2.4 GL 7-Seater 1997 Blue,"₦ 5,000,000",,"Ondo, Akure",https://pictures-nigeria.jijistatic.com/112686421_NjIwLTQ2NS02M2JkYjdhOGMx.webp,https://pictures-nigeria.jijistatic.com/112686421_MTExLTgzLTYzYmRiN2E4YzE.webp | https://pictures-nigeria.jijistatic.com/112686420_MTExLTgzLTM0ZTU0ZGU1N2M.webp | https://pictures-nigeria.jijistatic.com/112686422_MTExLTgzLTc0ZmE4MTcyOGQ.webp | https://pictures-nigeria.jijistatic.com/112686423_MTExLTgzLWRlMmM2ODZjZDQ.webp | https://pictures-nigeria.jijistatic.com/112686424_MTExLTgzLTQ3Y2RiYTY3YTQ.webp,Manual,115555 km,Petrol,Foreign Used,Anti-Lock Brakes | Air Conditioning | Alloy Wheels | Leather Seats | Front Fog Lamps | Blind Spot Monitor | Armrests | Electric Windows | Airbags | AM/FM Radio | CD Player | Bullbar,Tolu Akomolafe,https://jiji.ng/akure-south/cars/toyota-previa-2-4-gl-7-seater-1997-blue-hOlPEvBJK83F83G9IulpyXru.html,"Original parts, No faults",Toyota,Previa,1997,Blue,No,2.4 GL 7-seater,Minivan,Rear Wheel,2400           cc,4,132           hp,7,No,,,
Toyota Matrix 2005 Silver,"₦ 2,800,000,",₦ 2.28 M ~ 2.42 M,"Lagos, Alimosho",https://pictures-nigeria.jijistatic.com/117340788_NjIwLTQ2NC1lMjZjYWY3YTA5.webp,https://pictures-nigeria.jijistatic.com/117340788_MTExLTgzLWUyNmNhZjdhMDk.webp | https://pictures-nigeria.jijistatic.com/117340787_MTExLTgzLTZhMzRjNzdiMTk.webp | https://pictures-nigeria.jijistatic.com/117340812_MTExLTgzLWQ5MGQ5Njg2ZWU.webp | https://pictures-nigeria.jijistatic.com/117340813_MTExLTgzLTQ0Mjg1Y2M3MGE.webp | https://pictures-nigeria.jijistatic.com/117340817_MTExLTgzLWRhZDdmNGU5NzY.webp,Automatic,,,Nigerian Used,,Prince Dot.K,https://jiji.ng/alimosho/cars/toyota-matrix-2005-silver-9ZuDE6LwKG0M04OnY04i5FPG.html,"First owner, First registration, No faults",Toyota,Matrix,2005,Silver,Yes,,,,,,,,Yes,,,
Toyota Highlander 2015 Brown,"₦ 18,200,000,",₦ 16.86 M ~ 17 M,"Abuja, Gwarinpa",https://pictures-nigeria.jijistatic.com/115985553_NjIwLTQ2NS1lOThlOWMyYzcz.webp,https://pictures-nigeria.jijistatic.com/115985553_MTExLTgzLWU5OGU5YzJjNzM.webp | https://pictures-nigeria.jijistatic.com/115985551_MTExLTgzLWY4NzBhMjdiNWQ.webp | https://pictures-nigeria.jijistatic.com/115990987_MTExLTE0OC05MGNiYzY0NGNj.webp | https://pictures-nigeria.jijistatic.com/115990995_MTExLTE0OC0xMzY5ZDlhNzI1.webp | https://pictures-nigeria.jijistatic.com/115985755_MTExLTgzLTg2ZTdiNDJkNzQ.webp,Automatic,42000 km,Petrol,Foreign Used,,Didi Global Autos,https://jiji.ng/gwarinpa/cars/toyota-highlander-2015-brown-tOexOVyfewHrRFpAFRdGHaCz.html,No faults,Toyota,Highlander,2015,Brown,No,XLE 4dr SUV (3.5L 6cyl 6A),SUV,Front Wheel,3500           cc,6,270           hp,7-8,Yes,,,
Toyota Highlander Limited V6 4x4 2004 Black,"₦ 5,750,000,",₦ 4.85 M ~ 5.32 M,"Lagos, Ikorodu",https://pictures-nigeria.jijistatic.com/116941703_NjIwLTQ2NS02MjRkNWM3MzZl.webp,https://pictures-nigeria.jijistatic.com/116941703_MTExLTgzLTYyNGQ1YzczNmU.webp | https://pictures-nigeria.jijistatic.com/116941710_MTExLTgzLTNhZDNjMDcwZmQ.webp | https://pictures-nigeria.jijistatic.com/116941706_MTExLTgzLThmMzMxMjJiYmQ.webp | https://pictures-nigeria.jijistatic.com/116941702_MTExLTgzLWI0NTViM2ZhN2I.webp | https://pictures-nigeria.jijistatic.com/116941698_MTExLTgzLTEyYjA1ZjcyZWE.webp,Automatic,177000 km,Petrol,Foreign Used,Sunroof | Cup Holders | Air Conditioning | Airbags | Electric Mirrors | Roof Rack | Alloy Wheels | CD Player | Cruise Control | AM/FM Radio | Armrests | Electric Windows | Leather Seats | Anti-Lock Brakes | Front Fog Lamps | Winch,AUTOSTUFF VENTURES,https://jiji.ng/ikorodu/cars/toyota-highlander-limited-v6-4x4-2004-black-zIofjh9trOakKDIC9AqM2ZXF.html,"No faults, Unpainted, Original parts",Toyota,Highlander,2004,Black,No,Limited V6 4x4,SUV,All Wheel,3300           cc,6,233           hp,7,Yes,,,
Toyota Corolla CE 2007 Gold,"₦ 3,700,000",₦ 3.64 M ~ 3.7 M,"Enugu, Enugu / Enugu State",https://pictures-nigeria.jijistatic.com/109394028_NjIwLTgyNy0xYzk1OWEwZDdl.webp,https://pictures-nigeria.jijistatic.com/109394028_MTExLTE0OC0xYzk1OWEwZDdl.webp | https://pictures-nigeria.jijistatic.com/109394033_MTExLTE0OC05YWVjMThlZTM3.webp | https://pictures-nigeria.jijistatic.com/109394035_MTExLTE0OC04YjU4OGJhYTA1.webp | https://pictures-nigeria.jijistatic.com/109394036_MTExLTE0OC0wYTdlNzE5NjIw.webp | https://pictures-nigeria.jijistatic.com/109394037_MTExLTE0OC0yMWJhNjQyMmU0.webp,Automatic,103000 km,Petrol,Foreign Used,,MANDIGO ATOUS LTD,https://jiji.ng/enugu-north/cars/toyota-corolla-ce-2007-gold-pMy2iWlstGn68pSalUzEGE1k.html,"No faults, Original parts, Unpainted",Toyota,Corolla,2007,Gold,No,CE,Sedan,Front,1800           cc,4,128           hp,5,,,,
Ford F-150 XLT 2012 White,"₦ 9,600,000,",₦ 9.8 M ~ 10.5 M,"Lagos, Ikeja",https://pictures-nigeria.jijistatic.com/117213832_NjIwLTQ2NS04MmYxMTMyNmVj.webp,https://pictures-nigeria.jijistatic.com/117213832_MTExLTgzLTgyZjExMzI2ZWM.webp | https://pictures-nigeria.jijistatic.com/117213822_MTExLTgzLWJmYzU1NzIyZjU.webp | https://pictures-nigeria.jijistatic.com/117213824_MTExLTgzLWNhYWFiODgzYjI.webp | https://pictures-nigeria.jijistatic.com/117213823_MTExLTgzLWQyODY2ZmMyYTU.webp | https://pictures-nigeria.jijistatic.com/117213825_MTExLTgzLTUxMzE0MTc3MzA.webp,Automatic,,Hybrid,Foreign Used,,Yinka,https://jiji.ng/ikeja/cars/ford-f-150-xlt-2012-white-tJfeaNt3G7vn6K3pXzQ7Dp7a.html,"No faults, Unpainted, Original parts",Ford,F-150,2012,White,No,XLT,Pickup,Rear Wheel,3700           cc,6,306           hp,,,,,
Toyota Camry 2011 Silver,"₦ 4,750,000",₦ 4.8 M ~ 4.9 M,"Lagos, Abule Egba",https://pictures-nigeria.jijistatic.com/112331768_NjIwLTExMDItMmEzODZhYWNmYQ.webp,https://pictures-nigeria.jijistatic.com/112331768_MTExLTE5Ny0yYTM4NmFhY2Zh.webp | https://pictures-nigeria.jijistatic.com/112331767_MTExLTE5Ny1mZTI0ZmVlYjQ2.webp | https://pictures-nigeria.jijistatic.com/112331769_MTExLTE5Ny03ZTM4M2U3Y2Uz.webp | https://pictures-nigeria.jijistatic.com/112331770_MTExLTE5Ny00OTZjOGY1NzQ5.webp | https://pictures-nigeria.jijistatic.com/112331775_MTExLTE5Ny1hMjQ1MmRiZTJj.webp,Automatic,,Petrol,Foreign Used,,1380 Concierge Ltd,https://jiji.ng/lagos-abule-egba/cars/toyota-camry-2011-silver-iLuziDsFv13TkUZYGq7NKhy6.html,No faults,Toyota,Camry,2011,Silver,No,LE 4dr Sedan (2.5L 4cyl 6A),Sedan,Front,2500           cc,4,169           hp,5,,,,
Toyota Highlander 2015 Burgandy,"₦ 15,000,000",₦ 16.02 M ~ 16.5 M,"Lagos, Isolo",https://pictures-nigeria.jijistatic.com/111158472_NjIwLTM0OC0wNTBlMGUwMTU3.webp,https://pictures-nigeria.jijistatic.com/111158472_MTExLTYyLTA1MGUwZTAxNTc.webp | https://pictures-nigeria.jijistatic.com/111158386_MTExLTYyLWYzM2RmOTJhYjQ.webp | https://pictures-nigeria.jijistatic.com/111158469_MTExLTYyLTFkMWIyNTFmMjE.webp | https://pictures-nigeria.jijistatic.com/111158470_MTExLTYyLWNhZjRlMDc3Y2E.webp | https://pictures-nigeria.jijistatic.com/111158471_MTExLTYyLThhNzU5ZTJhZGY.webp,Automatic,21000 km,Petrol,Foreign Used,,PlusZone,https://jiji.ng/isolo/cars/toyota-highlander-2015-burgandy-ti9MWB91w2huPrRYDR42TcL.html,"No faults, Original parts",Toyota,Highlander,2015,Burgandy,No,XLE 4dr SUV AWD (3.5L 6cyl 6A),SUV,All Wheel,3500           cc,6,270           hp,7-8,,,,
Mercedes-Benz GLK-Class 350 2014 White,"₦ 15,000,000",₦ 12.8 M ~ 13.45 M,"Lagos, Lekki",https://pictures-nigeria.jijistatic.com/98820532_NjIwLTQ2NS01MmE1YzQ3MzA1.webp,https://pictures-nigeria.jijistatic.com/98820532_MTExLTgzLTUyYTVjNDczMDU.webp | https://pictures-nigeria.jijistatic.com/98824358_MTExLTE0OC00ODc4ZDVmMzZj.webp | https://pictures-nigeria.jijistatic.com/98820535_MTExLTgzLWU2ZTU1YzQ3OTM.webp | https://pictures-nigeria.jijistatic.com/98824359_MTExLTE0OC0yNjQ0NjQwYjE5.webp | https://pictures-nigeria.jijistatic.com/98820542_MTExLTgzLTg2ZDliMGI0OTA.webp,Automatic,,Petrol,Foreign Used,,Foreign Autos Ltd,https://jiji.ng/lekki/cars/mercedes-benz-glk-class-350-2014-white-2PfvIIrWMvpgnIXwQlahwfff.html,No faults,Mercedes-Benz,GLK-Class,2014,White,No,350,SUV,4x2,3500           cc,6,302           hp,5,,,,
Lexus RX 2006,"₦ 3,900,000",₦ 4 M ~ 4.46 M,"Imo, Owerri",https://pictures-nigeria.jijistatic.com/114740602_NjIwLTgyNy02NmRkM2JhN2Rj.webp,https://pictures-nigeria.jijistatic.com/114740602_MTExLTE0OC02NmRkM2JhN2Rj.webp | https://pictures-nigeria.jijistatic.com/114740603_MTExLTE0OC02NmExYjdjMDU0.webp | https://pictures-nigeria.jijistatic.com/114740604_MTExLTE0OC1iYjA3YWU3OWVh.webp | https://pictures-nigeria.jijistatic.com/114740609_MTExLTE0OC01ZjkxYTZjOTE5.webp | https://pictures-nigeria.jijistatic.com/114740610_MTExLTE0OC0zYmM2ZTA1ZTU4.webp,Automatic,1052394 km,,Nigerian Used,,Obinna Paschal,https://jiji.ng/owerri-municipal/cars/lexus-rx-2006-dRIseppqacU1LzVHwrnRw1yP.html,No faults,Lexus,RX,2006,Other,Yes,,,,,,,,,,,
Ford F-150 XL 2011 White,"₦ 7,500,000,",₦ 10.72 M ~ 11.2 M,"Lagos, Ikeja",https://pictures-nigeria.jijistatic.com/117213582_NjIwLTQ2NS05ZTE3M2E5OGNk.webp,https://pictures-nigeria.jijistatic.com/117213582_MTExLTgzLTllMTczYTk4Y2Q.webp | https://pictures-nigeria.jijistatic.com/117213583_MTExLTgzLTAzNzIyYWFhZGI.webp | https://pictures-nigeria.jijistatic.com/117213584_MTExLTgzLTU4MmU0M2NhMmE.webp | https://pictures-nigeria.jijistatic.com/117213576_MTExLTgzLWYzNTA4ZWRhYjk.webp | https://pictures-nigeria.jijistatic.com/117213567_MTExLTgzLTc5YTU1MDFkZTU.webp,Automatic,,Hybrid,Foreign Used,,Yinka,https://jiji.ng/ikeja/cars/ford-f-150-xl-2011-white-3th0RjlRL79by8XEBXigI8ki.html,"No faults, Unpainted, Original parts",Ford,F-150,2011,White,No,XL,Pickup,Rear Wheel,3700           cc,6,306           hp,,,,,
Toyota Highlander Limited V6 2005 White,"₦ 5,800,000,",₦ 5.6 M ~ 5.9 M,"Lagos, Amuwo-Odofin",https://pictures-nigeria.jijistatic.com/117232370_NjIwLTQ2NS1iNzI0MTllYWZl.webp,https://pictures-nigeria.jijistatic.com/117232370_MTExLTgzLWI3MjQxOWVhZmU.webp | https://pictures-nigeria.jijistatic.com/117232372_MTExLTgzLTI3OTc2NzRiMDA.webp | https://pictures-nigeria.jijistatic.com/117232376_MTExLTgzLTY5MzgxMWJiNTg.webp | https://pictures-nigeria.jijistatic.com/117232380_MTExLTgzLTcxZDI0N2FiMjE.webp | https://pictures-nigeria.jijistatic.com/117232374_MTExLTgzLTQzN2IxZjNiNjU.webp,Automatic,,Petrol,Foreign Used,Air Conditioning | AM/FM Radio | CD Player | Airbags | Armrests | CarPlay | Cup Holders | Electric Mirrors | Electric Windows | Front Fog Lamps | Alloy Wheels,Colleken ltd,https://jiji.ng/amuwo-odofin/cars/toyota-highlander-limited-v6-2005-white-dJ7pQFzwO08Xe2mNy2623mNH.html,No faults,Toyota,Highlander,2005,White,No,Limited V6,SUV,,3300           cc,6,233           hp,7,No,,,
Chevrolet Cruze Eco 2011 Blue,"₦ 1,800,000,",,"Lagos, Ibeju",https://pictures-nigeria.jijistatic.com/116646756_NjIwLTExMDItMWMxYTc1MmE0OA.webp,https://pictures-nigeria.jijistatic.com/116646756_MTExLTE5Ny0xYzFhNzUyYTQ4.webp | https://pictures-nigeria.jijistatic.com/114516238_MTExLTgzLTA3Mjk2YzE1YTk.webp | https://pictures-nigeria.jijistatic.com/114539706_MTExLTE0OC1jZTY0OWE2YWVm.webp | https://pictures-nigeria.jijistatic.com/114539708_MTExLTE0OC02Mjk0MTViZTNl.webp | https://pictures-nigeria.jijistatic.com/114539719_MTExLTE0OC05MTE4YTBlMDYw.webp,Automatic,110000 km,Petrol,Nigerian Used,Airbags,Emmanuel Eyime,https://jiji.ng/ibeju/cars/chevrolet-cruze-eco-2011-blue-uaRuElArkKwzE9Sjy6boqFdy.html,No faults,Chevrolet,Cruze,2011,Blue,Yes,Eco,Sedan,Front Wheel,1400           cc,4,140           hp,5,Yes,1G1PC5SH7B7******,,
Toyota Corolla LE 2007 Black,"₦ 2,600,000,",₦ 2.5 M ~ 2.6 M,"Lagos, Abule Egba",https://pictures-nigeria.jijistatic.com/117233190_NjIwLTgyNy03NzVkYWQ0Njkw.webp,https://pictures-nigeria.jijistatic.com/117233190_MTExLTE0OC03NzVkYWQ0Njkw.webp | https://pictures-nigeria.jijistatic.com/116898891_MTExLTgzLTJlMTcwOGNhYTI.webp | https://pictures-nigeria.jijistatic.com/116898892_MTExLTgzLThiOWU3ZTBkMjc.webp | https://pictures-nigeria.jijistatic.com/116898894_MTExLTgzLTQ1ODIxMjdmNTQ.webp | https://pictures-nigeria.jijistatic.com/116898895_MTExLTgzLTJlYTczNDE4NDA.webp,Automatic,142000 km,Petrol,Nigerian Used,Sunroof | Cup Holders | Air Conditioning | Alloy Wheels | CD Player | AM/FM Radio,Jeffery Akhumi,https://jiji.ng/lagos-abule-egba/cars/toyota-corolla-le-2007-black-uHlfI60M0KyszZ8fxaeoVQg8.html,No faults,Toyota,Corolla,2007,Black,Yes,LE,Sedan,Front,1800           cc,4,128           hp,5,,,,
Toyota Camry 2011 Gray,"₦ 4,800,000,",₦ 4.8 M ~ 4.9 M,"Lagos, Amuwo-Odofin",https://pictures-nigeria.jijistatic.com/117229727_NjIwLTQ2NS1lYWZhYzQ0NzIx.webp,https://pictures-nigeria.jijistatic.com/117229727_MTExLTgzLWVhZmFjNDQ3MjE.webp | https://pictures-nigeria.jijistatic.com/117229738_MTExLTgzLTNjYmQ4ZDAzZTc.webp | https://pictures-nigeria.jijistatic.com/117229740_MTExLTgzLTY1MGYzMzY4OGQ.webp | https://pictures-nigeria.jijistatic.com/117229742_MTExLTgzLTllZDIxMWRlOTg.webp | https://pictures-nigeria.jijistatic.com/117229744_MTExLTgzLWI3MzQ2YTVmYzE.webp,Automatic,,Petrol,Foreign Used,Blind Spot Monitor | Parking Sensors | Cup Holders | Air Conditioning | Airbags | Parking Assist | Roof Rack | Alloy Wheels | CD Player | AM/FM Radio | Spotlight | Traction Control | Armrests | Leather Seats | Xenon Lights | Front Fog Lamps | Winch | Bullbar,BUYYACAR GLOBAL VENTURES,https://jiji.ng/amuwo-odofin/cars/toyota-camry-2011-gray-sj8prIw771fFLPs9hCegQUoH.html,No faults,Toyota,Camry,2011,Gray,No,LE 4dr Sedan (2.5L 4cyl 6A),Sedan,Front,2500           cc,4,169           hp,5,,,,
Toyota Matrix 2002 Red,"₦ 2,450,000,",,"Oyo, Ibadan",https://pictures-nigeria.jijistatic.com/117368195_NjIwLTgyNy1kMDFjZGEwZWEz.webp,https://pictures-nigeria.jijistatic.com/117368195_MTExLTE0OC1kMDFjZGEwZWEz.webp | https://pictures-nigeria.jijistatic.com/117368196_MTExLTE0OC1iY2U1M2I3MzYx.webp | https://pictures-nigeria.jijistatic.com/117368198_MTExLTE0OC1hN2EzYmEyOTUy.webp | https://pictures-nigeria.jijistatic.com/117368197_MTExLTgzLWUxYWJkYmEwZDg.webp | https://pictures-nigeria.jijistatic.com/117368200_MTExLTE0OC1hZDc4ZmJlMGJm.webp,Automatic,,,Nigerian Used,,Adebayo,https://jiji.ng/ibadan/cars/toyota-matrix-2002-red-v8urgUosuGlBmJSmIAXfRyHY.html,No faults,Toyota,Matrix,2002,Red,,,,,,,,,,,,
Mazda CX-7 2018 Black,"₦ 2,800,000,",,"Rivers, Port-Harcourt",https://pictures-nigeria.jijistatic.com/117213914_NjIwLTgyNy1jNmNjMGQ5NDNi.webp,https://pictures-nigeria.jijistatic.com/117213914_MTExLTE0OC1jNmNjMGQ5NDNi.webp | https://pictures-nigeria.jijistatic.com/117213816_MTExLTE0OC1kY2Q4YWY1Mzdm.webp | https://pictures-nigeria.jijistatic.com/117213911_MTExLTE0OC00ZGJhZmNjN2Qy.webp | https://pictures-nigeria.jijistatic.com/117213916_MTExLTE0OC1hNzNlODIwNjhk.webp | https://pictures-nigeria.jijistatic.com/117213913_MTExLTE0OC0wOGEwMDA1MGVk.webp,Automatic,,,Nigerian Used,,Chukwuma Martin Okonmah,https://jiji.ng/port-harcourt/cars/mazda-cx-7-2018-black-jZAxEVwKJJbtRutCWFcQugOx.html,"Original parts, Unpainted",Mazda,CX-7,2018,Black,Yes,,,,,,,,,,,
Toyota Highlander 2013 Black,"₦ 17,000,000",₦ 11 M ~ 11.79 M,"Lagos, Ifako-Ijaiye",https://pictures-nigeria.jijistatic.com/117201193_NjIwLTQ2NS04OWQ0NzU2YzRl.webp,https://pictures-nigeria.jijistatic.com/117201193_MTExLTgzLTg5ZDQ3NTZjNGU.webp | https://pictures-nigeria.jijistatic.com/117201210_MTExLTgzLWNkZDJhYWUyYmU.webp | https://pictures-nigeria.jijistatic.com/117201213_MTExLTgzLTU5ODJkMTUzYTk.webp | https://pictures-nigeria.jijistatic.com/117211794_MTExLTE0OC1lMWVhZDAzZWVm.webp | https://pictures-nigeria.jijistatic.com/117201203_MTExLTgzLTAwYzdlYTU5OGQ.webp,Automatic,506231 km,,Foreign Used,,Minar Cars,https://jiji.ng/ifako-ijaiye/cars/toyota-highlander-2013-black-9RggN4VOiUUZWtYBE0vFQadV.html,No faults,Toyota,Highlander,2013,Black,No,,,,,,,,,,,
