Name,Price,Market price,Location,Thumbnail,Images,Gear,Odometer,Fuel type,Car condition,Other features,Dealer name,Page link,Second Condition,Make,Model,Year of Manufacture,Trim,Body,Drivetrain,Engine Size,Number of Cylinders,Horse Power,Color,Seats,Registered Car,Exchange Possible,VIN Chassis number,VIN number,Mileage
Toyota 4-Runner 2016 Black,"₦ 20,100,000",₦ 20.99 M ~ 23.91 M,"Lagos, Alimosho",https://pictures-nigeria.jijistatic.com/114254750_NjIwLTQ2NS05ZDViMThlNmRi.webp,https://pictures-nigeria.jijistatic.com/114254750_MTExLTgzLTlkNWIxOGU2ZGI.webp | https://pictures-nigeria.jijistatic.com/114254737_MTExLTgzLWEwMTZlODZiNjU.webp | https://pictures-nigeria.jijistatic.com/114254746_MTExLTgzLWMzMzVjOWIyY2M.webp | https://pictures-nigeria.jijistatic.com/114254715_MTExLTgzLWIxZDI5YzFlNjc.webp | https://pictures-nigeria.jijistatic.com/114254719_MTExLTgzLWFhMzMzODBjMGI.webp,Automatic,,,Foreign Used,CD Player | Armrests | Cup Holders | Electric Mirrors | Cruise Control | AM/FM Radio | Roof Rack | Anti-Lock Brakes | Front Fog Lamps | Alloy Wheels | Air Conditioning | Winch | Parking Sensors | Traction Control | Electric Windows | CarPlay | Airbags | Android Auto | Sunroof,BIZCON,https://jiji.ng/alimosho/cars/toyota-4-runner-2016-black-5Rj3Z73rjPXX8fcGwtQY8HbT.html,No faults,Toyota,4-Runner,2016,,,,,,,Black,,No,,,,
Toyota Tacoma 2010 Access Cab V6 Blue,"₦ 8,500,000",₦ 9.68 M ~ 10.36 M,"Lagos, Apapa",https://pictures-nigeria.jijistatic.com/71123488_NjIwLTQ2NS0zYjRkM2U0ODVk.webp,https://pictures-nigeria.jijistatic.com/71123488_MTExLTgzLTNiNGQzZTQ4NWQ.webp | https://pictures-nigeria.jijistatic.com/71123493_MTExLTgzLWZlOWIyMGMzOTI.webp | https://pictures-nigeria.jijistatic.com/71123495_MTExLTgzLWY3NzVkMWNjNTk.webp | https://pictures-nigeria.jijistatic.com/71123496_MTExLTgzLWFiMTUyMjU5OTU.webp | https://pictures-nigeria.jijistatic.com/71123497_MTExLTgzLTk0MjA0MjZkN2U.webp,Automatic,,Petrol,Foreign Used,,Hen Fel motors,https://jiji.ng/apapa/cars/toyota-tacoma-2010-access-cab-v6-blue-32dXLpYz79rXgY0HcPqsaN6M.html,"Unpainted, No faults, Original parts",Toyota,Tacoma,2010,Access Cab V6,Pickup,All Wheel,4000           cc,6,240           hp,Blue,4,No,,,,
Toyota Venza AWD 2012 Black,"₦ 11,500,000",₦ 9.23 M ~ 9.74 M,"Lagos, Alimosho",https://pictures-nigeria.jijistatic.com/115352650_NjIwLTQ2NS01MzJkODJkMTlj.webp,https://pictures-nigeria.jijistatic.com/115352650_MTExLTgzLTUzMmQ4MmQxOWM.webp | https://pictures-nigeria.jijistatic.com/115352640_MTExLTgzLTliZWI4NjY0MTA.webp | https://pictures-nigeria.jijistatic.com/115352602_MTExLTgzLWQ4MjE1ZDdjY2U.webp | https://pictures-nigeria.jijistatic.com/115352610_MTExLTE0OC0zZGVmYTU1MzM1.webp | https://pictures-nigeria.jijistatic.com/115352611_MTExLTgzLWM1NDdiNDVjYjM.webp,Automatic,,Petrol,Foreign Used,Leather Seats | Parking Sensors | Sunroof | Air Conditioning | Airbags | Parking Assist | Alloy Wheels | CD Player | AM/FM Radio,Makay Ayotunde,https://jiji.ng/alimosho/cars/toyota-venza-awd-2012-black-8Q2j1Wzxv9AssXTfWPjkx3pp.html,"No faults, Unpainted, Original parts",Toyota,Venza,2012,AWD,Crossover,All Wheel,2700           cc,4,185           hp,Black,5,No,,,,
Toyota Celica 2006 Silver,"₦ 4,000,000",,"Abuja, Gwarinpa",https://pictures-nigeria.jijistatic.com/112976803_NjIwLTgyNy0xMWI1MjFmMWNm.webp,https://pictures-nigeria.jijistatic.com/112976803_MTExLTE0OC0xMWI1MjFmMWNm.webp | https://pictures-nigeria.jijistatic.com/112976795_MTExLTE0OC0yYjBhOGVmNjVj.webp | https://pictures-nigeria.jijistatic.com/112976789_MTExLTgzLTY4MGE2NGE5YzU.webp | https://pictures-nigeria.jijistatic.com/112976791_MTExLTgzLWMyMDY0ZTI4Njg.webp | https://pictures-nigeria.jijistatic.com/112976796_MTExLTgzLTZhNjIxNDg1MDQ.webp,Manual,45214 km,,Foreign Used,,Anyi Cash,https://jiji.ng/gwarinpa/cars/toyota-celica-2006-silver-w6ojJOLTXm0xQIsN5zoQDQS9.html,"Original parts, Unpainted, No faults",Toyota,Celica,2006,,,,,,,Silver,,No,,,,
Lexus GX 460 2010 White,"₦ 16,800,000,",₦ 17.5 M ~ 18.5 M,"Lagos, Agege",https://pictures-nigeria.jijistatic.com/115431906_NjIwLTQ2NS1mNzdlZmRkZTk1.webp,https://pictures-nigeria.jijistatic.com/115431906_MTExLTgzLWY3N2VmZGRlOTU.webp | https://pictures-nigeria.jijistatic.com/115431898_MTExLTgzLWQ1MjFhYzIyY2Y.webp | https://pictures-nigeria.jijistatic.com/115431905_MTExLTgzLTBiMjBiMDc2NWI.webp | https://pictures-nigeria.jijistatic.com/115431915_MTExLTgzLTA1M2I3NDQzM2I.webp | https://pictures-nigeria.jijistatic.com/115431921_MTExLTgzLWUwMThmZGVkZjA.webp,Automatic,108000 km,Petrol,Foreign Used,Air Conditioning | AM/FM Radio | CD Player | Alloy Wheels | Airbags | Android Auto | Anti-Lock Brakes | Armrests | Blind Spot Monitor | CarPlay | Cruise Control | Cup Holders | Electric Mirrors | Electric Windows | Front Fog Lamps | Leather Seats | LED Headlights | Parking Assist | Parking Sensors | Sidesteps | Sunroof | Spotlight | Traction Control | Winch | Xenon Lights,Tunde Moluga,https://jiji.ng/agege/cars/lexus-gx-460-2010-white-oTLtmarRjJ46y5L9IWq0kvUp.html,No faults,Lexus,GX,2010,460,SUV,All Wheel,4600           cc,8,305           hp,White,7,No,No,,,
Lexus RX 300 4WD 2000 Black,"₦ 4,250,000",₦ 4.2 M ~ 4.26 M,"Lagos, Ikeja",https://pictures-nigeria.jijistatic.com/110978154_NjIwLTQ2NC1mNDZiNGI1NzRi.webp,https://pictures-nigeria.jijistatic.com/110978154_MTExLTgzLWY0NmI0YjU3NGI.webp | https://pictures-nigeria.jijistatic.com/110978173_MTExLTgzLTY5MmJlMDI2ODM.webp | https://pictures-nigeria.jijistatic.com/110978175_MTExLTgzLWViZjdiMTE5Zjk.webp | https://pictures-nigeria.jijistatic.com/110978176_MTExLTgzLThjZWUwYWQzMjc.webp | https://pictures-nigeria.jijistatic.com/110978186_MTExLTgzLWFmZjhkNGUyMDc.webp,Automatic,91000 km,Petrol,Foreign Used,,Nuel Autos,https://jiji.ng/ikeja/cars/lexus-rx-300-4wd-2000-black-bzCizhJeYZvBOYI4yuFD6IzF.html,"Unpainted, Original parts, No faults",Lexus,RX,2000,300 4WD,SUV,All Wheel,3000           cc,6,201           hp,Black,5,,,,,
Lexus ES 330 2005 Green,"₦ 4,450,000,",₦ 4.3 M ~ 4.5 M,"Lagos, Isolo",https://pictures-nigeria.jijistatic.com/116855748_NjIwLTQ2NS0zNzc3ZjdjNjZh.webp,https://pictures-nigeria.jijistatic.com/116855748_MTExLTgzLTM3NzdmN2M2NmE.webp | https://pictures-nigeria.jijistatic.com/116855769_MTExLTgzLWQ5YzFkYmE2ZGI.webp | https://pictures-nigeria.jijistatic.com/116855757_MTExLTgzLThlZmFlZWVmYmI.webp | https://pictures-nigeria.jijistatic.com/116855760_MTExLTgzLWNiMTRlYzNlMWQ.webp | https://pictures-nigeria.jijistatic.com/116855761_MTExLTgzLWE3YjA1NWVjZDA.webp,Automatic,89108 km,Petrol,Foreign Used,,Andre Autoz,https://jiji.ng/isolo/cars/lexus-es-330-2005-green-7YfLIkcWOt3ca8fIP8W774fr.html,"Unpainted, Original parts, No faults",Lexus,ES,2005,330,Sedan,Front,,6,,Green,5,No,Yes,,,
Toyota Sienna 2007 Blue,"₦ 3,600,000,",₦ 2.86 M ~ 3.2 M,"Lagos, Maryland",https://pictures-nigeria.jijistatic.com/116257220_NjIwLTQ2NS0zN2EwY2RkYWYw.webp,https://pictures-nigeria.jijistatic.com/116257220_MTExLTgzLTM3YTBjZGRhZjA.webp | https://pictures-nigeria.jijistatic.com/116257221_MTExLTgzLTFlMGQxNWYwMmU.webp | https://pictures-nigeria.jijistatic.com/116257222_MTExLTgzLTJlOGIwNGFkOTk.webp | https://pictures-nigeria.jijistatic.com/116257229_MTExLTgzLTBjNTYyYWFlNTk.webp | https://pictures-nigeria.jijistatic.com/116257232_MTExLTgzLWRmY2Q3ZGE1Y2E.webp,Automatic,75000 km,,Nigerian Used,Air Conditioning | Alloy Wheels | Airbags | CD Player | AM/FM Radio,Abdul Adebowale,https://jiji.ng/maryland/cars/toyota-sienna-2007-blue-eRnvBg0QI2wJGP2pJT5AGwTI.html,First owner,Toyota,Sienna,2007,,,,,,,Blue,,Yes,Yes,,,
Toyota Venza 2014 Brown,"₦ 7,300,000",₦ 7.5 M ~ 7.72 M,"Lagos, Surulere",https://pictures-nigeria.jijistatic.com/111451839_NjIwLTExMDEtMTVlNTA2ZDI1OA.webp,https://pictures-nigeria.jijistatic.com/111451839_MTExLTE5Ny0xNWU1MDZkMjU4.webp | https://pictures-nigeria.jijistatic.com/111451842_MTExLTE5Ny1lOTI5MGYxNjBk.webp | https://pictures-nigeria.jijistatic.com/111451844_MTExLTE5Ny0xYmU3NDgxN2Fh.webp | https://pictures-nigeria.jijistatic.com/111451848_MTExLTE5Ny02YjM3Nzc1N2Yx.webp | https://pictures-nigeria.jijistatic.com/111451853_MTExLTE5Ny0yMTMyODBjNWRi.webp,Automatic,71000 km,Petrol,Nigerian Used,Alloy Wheels | Air Conditioning | AM/FM Radio | Armrests | CD Player | CarPlay | Cup Holders | Electric Windows | Electric Mirrors | Front Fog Lamps | Traction Control | Airbags,Tunde Rasheed,https://jiji.ng/surulere/cars/toyota-venza-2014-brown-be4xBBWAxX80f9YlAt1eiRwJ.html,No faults,Toyota,Venza,2014,LE 4dr Wagon (2.7L 4cyl 6A),SUV,Front Wheel,2700           cc,4,181           hp,Brown,5,Yes,No,,,
Nissan Frontier 2001 Blue,"₦ 2,000,000",,"Anambra, Awka",https://pictures-nigeria.jijistatic.com/115974791_NjIwLTY1NC1mOTUwNzMzNWRl.webp,https://pictures-nigeria.jijistatic.com/115974791_MTExLTExNy1mOTUwNzMzNWRl.webp | https://pictures-nigeria.jijistatic.com/115974792_MTExLTE0OC1lMDBkZWUxZTdj.webp | https://pictures-nigeria.jijistatic.com/115974793_MTExLTE0OC00MmM4MDdlYTQ5.webp | https://pictures-nigeria.jijistatic.com/115974857_MTExLTE3NS0yYmQ4ZmE2YTRm.webp | https://pictures-nigeria.jijistatic.com/115976161_MTExLTExMS0yYTgwNGY3YjJj.webp,Automatic,,,Nigerian Used,,Emeka Tonic,https://jiji.ng/awka-south/cars/nissan-frontier-2001-blue-ozYSuSEd8Q472aJ5f1EAHAmH.html,No faults,Nissan,Frontier,2001,,,,,,,Blue,,Yes,,,,
Mercedes-Benz GLK-Class 350 4MATIC 2011 Silver,"₦ 9,200,000",₦ 9 M ~ 9.5 M,"Lagos, Abule Egba",https://pictures-nigeria.jijistatic.com/108659626_NjIwLTgyNy03ZDc2ODU4OTIy.webp,https://pictures-nigeria.jijistatic.com/108659626_MTExLTE0OC03ZDc2ODU4OTIy.webp | https://pictures-nigeria.jijistatic.com/108664200_MTExLTgzLWExZmRjOWRhOGE.webp | https://pictures-nigeria.jijistatic.com/108659613_MTExLTgzLWY4NDJhZDcyYTI.webp | https://pictures-nigeria.jijistatic.com/108659614_MTExLTE0OC01NDhlOGNkZTg3.webp | https://pictures-nigeria.jijistatic.com/108659615_MTExLTgzLTcyM2RiZTE0NmI.webp,Automatic,99387 km,Petrol,Foreign Used,,Giwa motor,https://jiji.ng/lagos-abule-egba/cars/mercedes-benz-glk-class-350-4matic-2011-silver-yyeKXpXKgrhONf6UvT6kDK2g.html,No faults,Mercedes-Benz,GLK-Class,2011,350 4MATIC,SUV,All Wheel,3500           cc,6,268           hp,Silver,5,,,,,
Lexus GX 470 Sport Utility 2006 Black,"₦ 8,500,000",₦ 7.8 M ~ 8.3 M,"Lagos, Apapa",https://pictures-nigeria.jijistatic.com/72947326_NjIwLTQ2NS1jMGFiNjUwN2ViLTE.webp,https://pictures-nigeria.jijistatic.com/72947326_MTExLTgzLWMwYWI2NTA3ZWItMQ.webp | https://pictures-nigeria.jijistatic.com/72947325_MTExLTgzLTVhMzQ5ZGQwZjYtMQ.webp | https://pictures-nigeria.jijistatic.com/72947323_MTExLTgzLWU5NTU3ZjU4M2EtMQ.webp | https://pictures-nigeria.jijistatic.com/72947322_MTExLTgzLTgwNWMzODZmYTAtMQ.webp | https://pictures-nigeria.jijistatic.com/72947324_MTExLTgzLTllOTNiYWM0YzEtMQ.webp,Automatic,,Petrol,Foreign Used,,EXPRESS AUTOS,https://jiji.ng/apapa/cars/lexus-gx-470-sport-utility-2006-black-uQmZ62vMfuyy0yPoWx85FyAF.html,"No faults, Unpainted, Original parts",Lexus,GX,2006,470 Sport Utility,SUV,All Wheel,4700           cc,8,267           hp,Black,7,,,,,
Toyota Venza AWD 2011 Green,"₦ 5,600,000",₦ 5.8 M ~ 6.33 M,"Ondo, Akure",https://pictures-nigeria.jijistatic.com/113293189_NjIwLTQ2NS1iZTBkZGRkZTJj.webp,https://pictures-nigeria.jijistatic.com/113293189_MTExLTgzLWJlMGRkZGRlMmM.webp | https://pictures-nigeria.jijistatic.com/113293186_MTExLTgzLTEwYjJiMjQ1MzU.webp | https://pictures-nigeria.jijistatic.com/113293187_MTExLTgzLTc1Njg4ZGUwZDM.webp | https://pictures-nigeria.jijistatic.com/113293190_MTExLTgzLTg2ZTU0MTI0MjE.webp | https://pictures-nigeria.jijistatic.com/113294648_MTExLTE0OC0zMGRiOTQ4MDFh.webp,Automatic,,Petrol,Nigerian Used,,Oladeji Olasehinde,https://jiji.ng/akure-south/cars/toyota-venza-awd-2011-green-wkgzS59RT0CuFa5gJPuwC18S.html,No faults,Toyota,Venza,2011,AWD,Crossover,All Wheel,2700           cc,4,185           hp,Green,5,Yes,No,,,
Toyota Hilux 2018 White,"₦ 35,000,000",,"Abuja, Kubwa",https://pictures-nigeria.jijistatic.com/107630813_NjIwLTc3NS1mZWFjZDNhYzli.webp,https://pictures-nigeria.jijistatic.com/107630813_MTExLTEzOS1mZWFjZDNhYzli.webp | https://pictures-nigeria.jijistatic.com/107630803_MTExLTEzOS05ODcyYTFiZTBl.webp | https://pictures-nigeria.jijistatic.com/107630807_MTExLTEzOS02N2MxYjk4MWE2.webp | https://pictures-nigeria.jijistatic.com/107630808_MTExLTEzOS05MDcxNmEwNzYx.webp | https://pictures-nigeria.jijistatic.com/107630809_MTExLTEzOS03MDFmNzAyYTI4.webp,Manual,20000 km,,Foreign Used,,GURU's global company,https://jiji.ng/kubwa/cars/toyota-hilux-2018-white-Dk2q87rpVAAscyFOf3BHKZ.html,No faults,Toyota,Hilux,2018,Revo Single Cab Deisel 2.8 RWD,,,,,,White,,,,,,
Toyota Sequoia 2012 Gray,"₦ 15,500,000",₦ 12.71 M ~ 14.5 M,"Lagos, Amuwo-Odofin",https://pictures-nigeria.jijistatic.com/105486676_NjIwLTQ2NS1hOWUyOThhMDQ2.webp,https://pictures-nigeria.jijistatic.com/105486676_MTExLTgzLWE5ZTI5OGEwNDY.webp | https://pictures-nigeria.jijistatic.com/105486680_MTExLTgzLTAxMjFlYWY5NjA.webp | https://pictures-nigeria.jijistatic.com/105486679_MTExLTgzLWE3Yzc5MmVmZmQ.webp | https://pictures-nigeria.jijistatic.com/105491884_MTExLTE0OC1mOTU4ZThlMDAw.webp | https://pictures-nigeria.jijistatic.com/105491889_MTExLTE0OC04NWRhZTQzOTBl.webp,Automatic,,,Foreign Used,,TWINS MOTORS,https://jiji.ng/amuwo-odofin/cars/toyota-sequoia-2012-gray-b5qfT4tcve3bIpu8ZqvbQLXA.html,"No faults, Unpainted, Original parts",Toyota,Sequoia,2012,Platinum 4dr SUV 4WD (5.7L 8cyl 6A),SUV,,5700           cc,8,,Gray,,No,,,,
Toyota Matrix Hatchback 1.8 16V AWD 2007 Silver,"₦ 2,350,000",₦ 2.52 M ~ 2.68 M,"Lagos, Alimosho",https://pictures-nigeria.jijistatic.com/117339463_NjIwLTgyNy01ZWY4MWMwZjQw.webp,https://pictures-nigeria.jijistatic.com/117339463_MTExLTE0OC01ZWY4MWMwZjQw.webp | https://pictures-nigeria.jijistatic.com/117339461_MTExLTgzLWZmNDExM2JhODk.webp | https://pictures-nigeria.jijistatic.com/117339462_MTExLTE0OC0wZmQ2OGJiZWI5.webp | https://pictures-nigeria.jijistatic.com/117339464_MTExLTE0OC0xMThhYzE3MmJl.webp | https://pictures-nigeria.jijistatic.com/117339468_MTExLTE0OC01N2RhOTExMjdk.webp,Automatic,112402 km,Petrol,Nigerian Used,Airbags | Alloy Wheels | AM/FM Radio | Electric Mirrors | Front Fog Lamps | Electric Windows | Air Conditioning,D Two Autos,https://jiji.ng/alimosho/cars/toyota-matrix-hatchback-1-8-16v-awd-2007-silver-a4sK8iPgiS4FqGkVGZTEutC.html,"No faults, Unpainted, Original parts",Toyota,Matrix,2007,Hatchback 1.8 16V AWD,Hatchback,All Wheel,1800           cc,4,118           hp,Silver,5,Yes,,,,
Lexus RX 350 2011 Gold,"₦ 11,000,000",₦ 11 M ~ 11.7 M,"Delta, Warri",https://pictures-nigeria.jijistatic.com/115829357_NjIwLTQ2NS1iZjk4YTlkZDcyLTE.webp,https://pictures-nigeria.jijistatic.com/115829357_MTExLTgzLWJmOThhOWRkNzItMQ.webp | https://pictures-nigeria.jijistatic.com/115829344_MTExLTgzLTc2NDZjYThhZmQtMQ.webp | https://pictures-nigeria.jijistatic.com/115829355_MTExLTgzLWY4NWE1ZTVlMmYtMQ.webp | https://pictures-nigeria.jijistatic.com/115829356_MTExLTgzLWQ0NzYxOGNlMTgtMQ.webp | https://pictures-nigeria.jijistatic.com/115829359_MTExLTgzLThjODJjZjdkMmEtMQ.webp,Automatic,,,Foreign Used,,Benjamin Epetiegho,https://jiji.ng/warri-south/cars/lexus-rx-350-2011-gold-cQ5b9BWkoXjQ9pSjUZu4hsYZ.html,No faults,Lexus,RX 350,2011,,,,,,,Gold,,Yes,,,,
Lexus RX 350 2007 Blue,"₦ 6,700,000",₦ 6.7 M ~ 7 M,"Lagos, Ojodu",https://pictures-nigeria.jijistatic.com/106819130_NjIwLTQ2NS1lYjg0MjY5Yjkx.webp,https://pictures-nigeria.jijistatic.com/106819130_MTExLTgzLWViODQyNjliOTE.webp | https://pictures-nigeria.jijistatic.com/106819110_MTExLTgzLTE5MDgxZDU0YTk.webp | https://pictures-nigeria.jijistatic.com/106819116_MTExLTgzLWY5NTk0YTNmMzg.webp | https://pictures-nigeria.jijistatic.com/106819117_MTExLTgzLTMwMDYyNmJmYzM.webp | https://pictures-nigeria.jijistatic.com/106819119_MTExLTgzLTZmNWRiNzk2ZjM.webp,Automatic,110580 km,,Foreign Used,,Damirhodes,https://jiji.ng/ojodu/cars/lexus-rx-350-2007-blue-AS2dPMbPItblEHcRRhSkBjcm.html,No faults,Lexus,RX 350,2007,,,,,,,Blue,,No,No,,,
Mercedes-Benz C180 1999 Red,"₦ 3,050,000",,"Kaduna, Kaduna / Kaduna State",https://pictures-nigeria.jijistatic.com/116865103_NjIwLTQ2NS0zZTYyNTI4ZGY4.webp,https://pictures-nigeria.jijistatic.com/116865103_MTExLTgzLTNlNjI1MjhkZjg.webp | https://pictures-nigeria.jijistatic.com/116865102_MTExLTgzLTEwOWY2Njg1Njc.webp | https://pictures-nigeria.jijistatic.com/116865100_MTExLTgzLTc3ODkyMjQ5NTU.webp | https://pictures-nigeria.jijistatic.com/116865099_MTExLTgzLTg0YTdlMjViNDU.webp | https://pictures-nigeria.jijistatic.com/116865104_MTExLTgzLTU5NDU4M2E5ZmI.webp,Automatic,300000 km,,Foreign Used,Air Conditioning,Dabai motors,https://jiji.ng/kaduna-north/cars/mercedes-benz-c180-1999-red-84gV2fCZaSqcxf0dh3WyF18O.html,No faults,Mercedes-Benz,C180,1999,,,,,,,Red,,No,Yes,,,
Toyota Sienna 2016 White,"₦ 9,500,000",₦ 10.68 M ~ 11.8 M,"Lagos, Amuwo-Odofin",https://pictures-nigeria.jijistatic.com/114899861_NjIwLTQ2NS0yNGExMWUzYWI3.webp,https://pictures-nigeria.jijistatic.com/114899861_MTExLTgzLTI0YTExZTNhYjc.webp | https://pictures-nigeria.jijistatic.com/114899867_MTExLTgzLTEzNGI5ZWQ2YTg.webp | https://pictures-nigeria.jijistatic.com/114899874_MTExLTgzLTJmM2M0NjM0ZDY.webp | https://pictures-nigeria.jijistatic.com/114899876_MTExLTgzLWE3OGM4NmIzNDY.webp | https://pictures-nigeria.jijistatic.com/114899863_MTExLTgzLTNlYmZmMjdjZTQ.webp,Automatic,68258 km,Petrol,Foreign Used,,Emmafynchik global ventures,https://jiji.ng/amuwo-odofin/cars/toyota-sienna-2016-white-mZvIZcaoT5FClOanMVEFeVJ8.html,No faults,Toyota,Sienna,2016,XLE 7 Passenger (3.5L 6cyl 6A),Minivan,All Wheel,3500           cc,6,266           hp,White,7,No,Yes,,,
Toyota Venza XLE AWD 2013 White,"₦ 14,500,000,",₦ 11.48 M ~ 11.96 M,"Abuja, Gwarinpa",https://pictures-nigeria.jijistatic.com/115954492_NjIwLTQ2NS03NmQ0NDg1NDVm.webp,https://pictures-nigeria.jijistatic.com/115954492_MTExLTgzLTc2ZDQ0ODU0NWY.webp | https://pictures-nigeria.jijistatic.com/115954494_MTExLTgzLWI3M2FmMjU0MDg.webp | https://pictures-nigeria.jijistatic.com/115954495_MTExLTE0OC05NTE1MDY4NWU1.webp | https://pictures-nigeria.jijistatic.com/115954491_MTExLTgzLTVlZDZiODkxYjc.webp | https://pictures-nigeria.jijistatic.com/115954498_MTExLTE0OC1jZjUxODM5YzVk.webp,Automatic,58713 km,Petrol,Foreign Used,Air Conditioning | AM/FM Radio | CD Player | Alloy Wheels | Airbags | Android Auto | Anti-Lock Brakes | Cruise Control | Cup Holders | Electric Mirrors | Electric Windows | Front Fog Lamps | Leather Seats | LED Headlights | Parking Assist | Parking Sensors | Sunroof,M O D Automobile NIG,https://jiji.ng/gwarinpa/cars/toyota-venza-xle-awd-2013-white-pidjgfW7uaV3lOuOkmiiIHpT.html,"Original parts, Unpainted, No faults",Toyota,Venza,2013,XLE AWD,Crossover,All Wheel,2700           cc,4,181           hp,White,5,No,,,,
Toyota Sequoia 2015 Teal,"₦ 16,500,000,",₦ 16.05 M ~ 16.52 M,"Lagos, Apapa",https://pictures-nigeria.jijistatic.com/116858787_NjIwLTQ2NS00NGIyOTc3YWE4.webp,https://pictures-nigeria.jijistatic.com/116858787_MTExLTgzLTQ0YjI5NzdhYTg.webp | https://pictures-nigeria.jijistatic.com/116858728_MTExLTgzLWZmNjYyMmVkNmM.webp | https://pictures-nigeria.jijistatic.com/116861726_MTExLTgzLWY1YWZkYjAzMDc.webp | https://pictures-nigeria.jijistatic.com/116858715_MTExLTgzLTNmY2VlZWRmZTU.webp | https://pictures-nigeria.jijistatic.com/116861808_MTExLTgzLTczY2YxM2ZiNTE.webp,Automatic,,Petrol,Foreign Used,Air Conditioning | AM/FM Radio | CD Player | Alloy Wheels | Airbags | Android Auto | Anti-Lock Brakes | Armrests | Blind Spot Monitor | Bullbar,CHIBUENYI FARMS AUTOS,https://jiji.ng/apapa/cars/toyota-sequoia-2015-teal-s9BBuevhoANYG3qwqPrYFpvG.html,"Unpainted, No faults",Toyota,Sequoia,2015,Platinum 4dr SUV 4WD (5.7L 8cyl 6A),SUV,All Wheel,5700           cc,8,381           hp,Teal,,,,,,
Toyota Highlander Limited 2011 Silver,"₦ 11,850,000",₦ 9.8 M ~ 10.53 M,"Abuja, Central Business District",https://pictures-nigeria.jijistatic.com/108832083_NjIwLTgyNy0wMDYzYzA3ZDEz.webp,https://pictures-nigeria.jijistatic.com/108832083_MTExLTE0OC0wMDYzYzA3ZDEz.webp | https://pictures-nigeria.jijistatic.com/108832085_MTExLTE0OC03MWE2NDVlZDRm.webp | https://pictures-nigeria.jijistatic.com/108832086_MTExLTE0OC0yZDUyNDBlMTc0.webp | https://pictures-nigeria.jijistatic.com/108832088_MTExLTE0OC05NDQxNzc4MjU3.webp | https://pictures-nigeria.jijistatic.com/108832093_MTExLTE0OC02NWMxNjI0YTc1.webp,Automatic,130000 km,Petrol,Foreign Used,,Maxwell Taiwo,https://jiji.ng/central-business-district/cars/toyota-highlander-limited-2011-silver-g5suCLD2xfgnjrJgKxhirXXO.html,No faults,Toyota,Highlander,2011,Limited,SUV,Front Wheel,3500           cc,6,274           hp,Silver,7,,,,,
Honda Accord SE Automatic 2002 Green,"₦ 1,300,000",₦ 900 K ~ 950 K,"Kaduna, Kaduna / Kaduna State",https://pictures-nigeria.jijistatic.com/117342226_NjIwLTI3OS1jMTRjZDY1NmJl.webp,https://pictures-nigeria.jijistatic.com/117342226_MTExLTUwLWMxNGNkNjU2YmU.webp | https://pictures-nigeria.jijistatic.com/117342227_MTExLTUwLTgxZDFhNzFkZGM.webp | https://pictures-nigeria.jijistatic.com/117342228_MTExLTUwLTAwZDg3MmE5Y2M.webp | https://pictures-nigeria.jijistatic.com/117342229_MTExLTUwLTZiODU0ZmUxZDE.webp | https://pictures-nigeria.jijistatic.com/117342232_MTExLTUwLTFhYmNiOGNjMDc.webp,Automatic,,Petrol,Nigerian Used,,Ahsen Motors Kaduna,https://jiji.ng/kaduna-north/cars/honda-accord-se-automatic-2002-green-ugeNGhOAsWvGzTi7114D9aLR.html,No faults,Honda,Accord,2002,SE Automatic,,Front Wheel,2000           cc,4,154           hp,Green,5,,,,,
Lexus RX 350 2012 Red,"₦ 11,500,000",₦ 8.1 M ~ 9.65 M,"Lagos, Amuwo-Odofin",https://pictures-nigeria.jijistatic.com/117366078_NjIwLTQ3MC0xYTg0MThkMTEz.webp,https://pictures-nigeria.jijistatic.com/117366078_MTExLTg0LTFhODQxOGQxMTM.webp | https://pictures-nigeria.jijistatic.com/117366089_MTExLTgzLTU3YTIxYmE1NjI.webp | https://pictures-nigeria.jijistatic.com/117366096_MTExLTEzNi01YzA1NTZiZDA5.webp | https://pictures-nigeria.jijistatic.com/117366077_MTExLTgzLTYwNzFlZTk2MmU.webp | https://pictures-nigeria.jijistatic.com/117366081_MTExLTgxLWVjNTBjOGI4YzM.webp,Automatic,89000 km,,Nigerian Used,Sidesteps | Leather Seats | Parking Sensors | Sunroof | Xenon Lights | Alloy Wheels | Traction Control,AutoBabs & Property,https://jiji.ng/amuwo-odofin/cars/lexus-rx-350-2012-red-oQxL91YrYDIlsSHXpqRcjbu0.html,"First registration, No faults, Unpainted",Lexus,RX 350,2012,,,,,,,Red,,Yes,,,,
